date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:53:41	121375/121375	---M-Z	200	added ('OK')	application/javascript	etag:W/%221de0053ea92331805d1c647eda84ce26%22	https://mohitkumar.dev/_next/static/chunks/main-6d0768e624ec846b.js	C:/My%20Web%20Sites/harsh/mohitkumar.dev/_next/static/chunks/main-6d0768e624ec846b.js	(from https://mohitkumar.dev/)
05:53:42	299503/299503	---M-Z	200	added ('OK')	application/javascript	etag:W/%2284d5e4a70a2aafbd973050e80e866863%22	https://mohitkumar.dev/_next/static/chunks/pages/_app-9f07e755d826634c.js	C:/My%20Web%20Sites/harsh/mohitkumar.dev/_next/static/chunks/pages/_app-9f07e755d826634c.js	(from https://mohitkumar.dev/)
05:53:42	15720/15720	---M-Z	200	added ('OK')	application/javascript	etag:W/%223df97648a5aa46b937ad5d458e9e2959%22	https://mohitkumar.dev/_next/static/chunks/pages/index-a66431a9bdcc402f.js	C:/My%20Web%20Sites/harsh/mohitkumar.dev/_next/static/chunks/pages/index-a66431a9bdcc402f.js	(from https://mohitkumar.dev/)
05:53:42	720/720	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f345c25ba259388a5f989436fc5d230f%22	https://mohitkumar.dev/_next/static/LdWwJZy0C5TFvLc_6y2QH/_buildManifest.js	C:/My%20Web%20Sites/harsh/mohitkumar.dev/_next/static/LdWwJZy0C5TFvLc_6y2QH/_buildManifest.js	(from https://mohitkumar.dev/)
05:53:42	77/77	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b6652df95db52feb4daf4eca35380933%22	https://mohitkumar.dev/_next/static/LdWwJZy0C5TFvLc_6y2QH/_ssgManifest.js	C:/My%20Web%20Sites/harsh/mohitkumar.dev/_next/static/LdWwJZy0C5TFvLc_6y2QH/_ssgManifest.js	(from https://mohitkumar.dev/)
05:53:43	82448/82448	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:48%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Extrabold.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Extrabold.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:44	82448/82448	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:49%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Extrabold.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Extraboldd41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:44	36960/36960	---M-Z	200	added ('OK')	application/font-woff	date:Tue,%2018%20Mar%202025%2000:23:49%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Extrabold.woff	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Extrabold.woff	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:44	82260/82260	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Mar%202025%2000:23:50%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Extrabold.ttf	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Extrabold.ttf	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:44	89726/89726	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:50%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-UltraLightItalic.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-UltraLightItalic.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:45	89726/89726	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:50%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-UltraLightItalic.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-UltraLightItalicd41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:45	41060/41060	---M-Z	200	added ('OK')	application/font-woff	date:Tue,%2018%20Mar%202025%2000:23:50%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-UltraLightItalic.woff	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-UltraLightItalic.woff	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:45	89508/89508	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Mar%202025%2000:23:50%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-UltraLightItalic.ttf	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-UltraLightItalic.ttf	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:46	87474/87474	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:51%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BoldItalic.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BoldItalic.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:46	87474/87474	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:51%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BoldItalic.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BoldItalicd41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:46	41308/41308	---M-Z	200	added ('OK')	application/font-woff	date:Tue,%2018%20Mar%202025%2000:23:51%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BoldItalic.woff	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BoldItalic.woff	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:46	87280/87280	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Mar%202025%2000:23:52%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BoldItalic.ttf	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BoldItalic.ttf	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:47	84132/84132	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:52%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Semibold.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Semibold.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:47	84132/84132	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:52%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Semibold.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Semiboldd41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:47	38272/38272	---M-Z	200	added ('OK')	application/font-woff	date:Tue,%2018%20Mar%202025%2000:23:52%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Semibold.woff	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Semibold.woff	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:47	83948/83948	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Mar%202025%2000:23:52%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Semibold.ttf	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Semibold.ttf	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:47	86866/86866	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:53%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BlackItalic.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BlackItalic.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:48	86866/86866	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:53%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BlackItalic.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BlackItalicd41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:48	41148/41148	---M-Z	200	added ('OK')	application/font-woff	date:Tue,%2018%20Mar%202025%2000:23:53%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BlackItalic.woff	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BlackItalic.woff	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:48	86668/86668	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Mar%202025%2000:23:53%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BlackItalic.ttf	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-BlackItalic.ttf	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:48	89262/89262	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:54%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ThinItalic.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ThinItalic.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:48	89262/89262	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:54%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ThinItalic.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ThinItalicd41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:49	40400/40400	---M-Z	200	added ('OK')	application/font-woff	date:Tue,%2018%20Mar%202025%2000:23:54%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ThinItalic.woff	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ThinItalic.woff	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:49	89068/89068	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Mar%202025%2000:23:54%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ThinItalic.ttf	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ThinItalic.ttf	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:49	86242/86242	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:55%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ExtraboldItalic.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ExtraboldItalic.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:49	86242/86242	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:55%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ExtraboldItalic.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ExtraboldItalicd41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:50	40064/40064	---M-Z	200	added ('OK')	application/font-woff	date:Tue,%2018%20Mar%202025%2000:23:55%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ExtraboldItalic.woff	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ExtraboldItalic.woff	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:50	86028/86028	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Mar%202025%2000:23:55%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ExtraboldItalic.ttf	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-ExtraboldItalic.ttf	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:50	83124/83124	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:56%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Black.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Black.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:50	83124/83124	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:56%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Black.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Blackd41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:51	38224/38224	---M-Z	200	added ('OK')	application/font-woff	date:Tue,%2018%20Mar%202025%2000:23:56%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Black.woff	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Black.woff	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:51	82952/82952	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Mar%202025%2000:23:56%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Black.ttf	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Black.ttf	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:52	87212/87212	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:57%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-HeavyItalic.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-HeavyItalic.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:52	87212/87212	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:57%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-HeavyItalic.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-HeavyItalicd41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:52	40752/40752	---M-Z	200	added ('OK')	application/font-woff	date:Tue,%2018%20Mar%202025%2000:23:57%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-HeavyItalic.woff	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-HeavyItalic.woff	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:52	86776/86776	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Mar%202025%2000:23:58%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-HeavyItalic.ttf	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-HeavyItalic.ttf	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:52	84480/84480	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:58%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Regular.eot	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Regular.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
05:53:53	84480/84480	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2000:23:58%20GMT	https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Regular.eot?	C:/My%20Web%20Sites/harsh/gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Regulard41d.eot	(from https://gistcdn.githack.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css)
